Name,Alternate Names,Population,Timezone,Geo_lat,Geo_long,km_to_moscow
Mys-Kamennyy,"Kamennyy,Mys-Kamennyj,Mys-Kamennyy,YMK,Мыс-Каменный",1745,5.0,68.45972,73.59028,2289.93
Myshkin,"Mishkin,Miskin,Miŝkin,Miškin,Moskin,Mychkine,Myschkin,Myshkin,Myshkino,Mysjkin,Myskin,Myszkin,Myškin,Mõškin,Mışkin,mayshkyn,mei shen jin,misikin,muishukin,myshkyn,Мишкин,Мышкин,Мышкін,مايشكين,میشکین,ムィシュキン,梅什金,미시킨,Мышкин",5932,3.0,57.79027,38.454,232.3
Myskhako,"Myshako,Myskhako,Мысхако",7954,3.0,44.66147,37.76406,1233.28
Myski,"Miski,Moski,Myski,Mõski,Tomazak,mei si ji,mysky,Миски,Мыски,Мыскі,ميسكي,میسکی,梅斯基,Мыски",44082,7.0,53.709,87.8014,3159.27
Mytishchi,"Mitischi,Mitisci,Mitishchi,Mitishhi,Mitisi,Mitisxi,Mitiŝĉi,Mitišči,Mityiscsi,Miytisci,Motistsi,Mycishchy,Mytichtchi,Mytischtschi,Mytisci,Mytisciai,Mytishchi,Mytishhi,Mytishi,Mytisjtji,Mytisjtsji,Mytistsi,Mytiszczi,Mytištši,Mytišći,Mytišči,Mytiščiai,Mîtișci,Mõtištši,Mıtişi,Mıytişçi,maytshy,mei ji xi,mitisi,mitisichi,muitishi,muy thich chi,mytyshchy,Митишчи,Митищі,Мытищи,Мытищи балһсн,Мыцішчы,مايتشي,میتیشچی,มืยทิชชี,ムィティシ,梅季希,미티시,미티시치,Мытищи",173341,3.0,55.9105782,37.7363579,19.16
Myurego,"Mjurego,Myuregi,Myurego,Мюрего",4548,3.0,42.41087,47.69304,1651.19
Naberezhnye Chelny,Набережные Челны,513242,3.0,55.7434619,52.3959165,923.27
Naberezhnyye Chelny,"Brezhnev,Jar Chally,Naberejnije Celni,Naberejnye Chelny,Nabereschnyje Tschelny,Naberezhnye Chelny,Naberezhnyye Chelny,Naberezjnye Tsjelny,Nabereznije Celni,Nabereznoje Tselno,Nabereznye Celny,Nabereznyje Celny,Nabereznyje Tselny,Nabereĵnije Ĉelni,Naberežnije Čelni,Naberežnye Čelny,Naberežnyje Tšelny,Naberežnyje Čelny,Naberežnõje Tšelnõ,nabelejeuniyechelni,nabelejuniyechelni,Брежнев,Набережные Челны,Яр Чаллы,나베레주니예첼니,나베레즈니예첼니",509870,3.0,55.72545,52.41122,924.44
Nachalovo,"Nachalo,Nachalovo,Natsjalo,Начало,Началово",4808,4.0,46.33776,48.19815,1278.82
Nadezhda,"Nadezhda,Nadezjda,Надежда",8426,3.0,44.1,44.6,1387.09
Nadterechnoje,"Lakha Nevre,Lakha Njovre,Lakha Nëvre,Nadterechnaya,Nadterechnoe,Nadterechnoye,Nadterecnoe,Nadteretsjnoje,Nadtereçnoe,Nizhniy Naur,Лаха Нёвре,Надтеречное",7877,3.0,43.62271,45.33969,1456.57
Nadvoitsy,"Nadovitsy,Nadvoicy,Nadvoitsy,Nadvoytsy,Nadvoyzi,Otvet Kulaku,Vojatsu,Надвоицы",10780,3.0,63.86667,34.31667,920.64
Nadym,"Faktoriya Nadym,NYM,Nadim,Nadom,Nadym,Nadymas,Nadõm,na de mu,nadym,Надим,Надым,ناديم,نادیم,納德姆,Надым",46550,5.0,65.5377966,72.5182736,2151.23
Nagornyy,"Nagornyj,Nagornyy,Volkhonka,Нагорный",76000,3.0,55.65,37.61667,11.37
Nagorsk,"Nagorsk,Nagorskoe,Nagorskoye,Нагорск",4982,3.0,59.3193,50.80607,879.5
Nagutskoye,"Nagut,Nagutsk,Nagutskaja,Nagutskoe,Nagutskoje,Nagutskoye,Нагут,Нагутское",3146,3.0,44.4415,42.8762,1311.53
Nakhabino,"Nakhabino,Нахабино",31715,3.0,55.84854,37.17789,29.38
Nakhodka,"Nachodka,Nahhodka,Nahodka,Nahotk,Najodka,Nakhodka,Nakhodkae,Nakhodko,Nakhotka,Naxodka,Naĥodka,na huo de ka,nahoska,nahotoka,nakhwdka,Находкæ,Находка,Находко,Нахотка,ناخودكا,ناخودکا,ナホトカ,納霍德卡,나홋카,Находка",159695,10.0,42.8239372,132.8927361,6494.25
Nalchik,"NAL,Nal'chik,Naljcik,Naljčik,Nalshyk,Naltschik,Naltsik,Naltšik,Nal’chik,Налшык,Нальчик,Нальчик",240095,3.0,43.4845464,43.60713,1429.45
Nalobikha,"Nalobikha,Налобиха",4451,7.0,53.2009,84.6,2990.05
Namtsy,"Namcy,Namskoye,Namtsy,Намцы",7980,9.0,62.71959,129.66722,4836.41
Nar'yan-Mar,"Dzerzhinskiy,NNM,Nar'yan-Mar,Narjan Mar,Narjan-Mar,Naryan-Mar,naliyanmaleu,nar'jan-mar,Нарьян-Мар,נריין-מאר,ナリヤン・マル,나리얀마르",18041,3.0,67.63869,53.00371,1541.21
Narimanov,"Nariman,Narimanov,Narimanow,Narymanau,Nizhnevolzhsk,Nizhnevolzhskoye,Nərimanov,na li ma nuo fu,narymanwf,narymanwf  awblast astrakhan,Нариман,Нариманов,Нариманов балһсн,Нарыманаў,Наріманов,Нижневолжск,ناريمانوف,ناریمانوف، اوبلاست آستراخان,納里馬諾夫,Нариманов",11905,4.0,46.69306,47.85071,1231.25
Naro-Fominsk,"Nara-Faminsk,Naro-Fomins'k,Naro-Fominsk,Naro-Fomińsk,Narofominska,na luo-fu ming si ke,nalopominseukeu,naro=fominsuku,narw-fwmynsk,narwfwmnsk,Нара-Фамінск,Наро-Фоминск,Наро-Фоминск балһсн,Наро-Фомінськ,Նարո-Ֆոմինսկ,نارو-فومينسك,نارو-فومینسک,ناروفومنسک,ナロ＝フォミンスク,納羅-福明斯克,나로포민스크",72632,3.0,55.38752,36.73307,68.72
Narovchat,"Narovchat,Narovtsjat,Наровчат",4340,3.0,53.87654,43.69458,441.61
Nartan,"Nartan,Нартан",12694,3.0,43.51083,43.69944,1428.61
Nartkala,"Dokshukino,Doshukino,Nartkal,Nartkala,Nartkała,Nartkualeh,na er te ka la,nart kala,nartkala,Нарткала,Нарткала балһсн,Нарткъалэ,نارت كالا,نارتکالا,納爾特卡拉,Нарткала",33390,3.0,43.5544,43.85499,1427.35
Naryan-Mar,Нарьян-Мар,21296,3.0,67.6379672,53.0069565,1541.23
Naryshkino,"Bolshoye Naryschkino,Naryschkino,Naryshkino,Narysjkino,Нарышкино",9600,3.0,52.96778,35.72677,332.89
Natyrbovo,"Natyrbovo,Натырбово",3377,3.0,44.73,40.62639,1243.87
Nauchnyy Gorodok,"Nauchnyj Gorodok,Nauchnyy Gorodok,Nautsjnyj-Gorodok,Научный Городок",2687,7.0,53.4203,83.521,2914.66
Naurskaya,"Naurskaja,Naurskaya,Naursko-Mekenskaja,Naursko-Mekenskaya,Nauskaya,Nevr-GIala,Nevr-Gala,Nevr-Ġala,Nevre,Novr-GIala,Novr-Gala,Novr-Ġala,Наурская,Наурско-Мекенская,Невр-ГІала,Невре,Новр-ГІала",8550,3.0,43.64999,45.31127,1452.95
Naushki,"Naushinski,Naushinskiy,Naushki,Nausjki,Наушки",3510,8.0,50.38278,106.10556,4425.04
Navashino,"Navashino,Navasjino,Навашино,Навашино",16413,3.0,55.543811,42.1887089,287.82
Navlya,"Navlja,Navlya,Novlya,Навля",13735,3.0,52.82544,34.4996,383.08
Navoloki,"Navoloki,Novoloki,Наволоки,Наволоки",10951,3.0,57.46572,41.96344,327.16
Nazar'yevo,"Nazar'evo,Nazar’yevo,posjolok Nazar'evo,Назарьево,посёлок Назарьево",2500,3.0,55.67417,37.04028,37.07
Nazarovo,"Nasarowo,Nazarava,Nazarovo,Nazarowo,Nazàrovo,na zha luo wo,nazarwfw,nazarwfw  krasnwyarsk,Назарава,Назарово,نازاروفو,نازاروفو، کراسنویارسک,納扎羅沃,Назарово",55252,7.0,56.0104,90.4011,3211.03
Nazran,Назрань,93357,3.0,43.2257841,44.7645779,1483.61
Nazran’,"Imeni Kost-Khetagurova,Kazran,Kosta-Khetagurovo,Nana-Na'sare,Nasran,Nazran,Nazran',Nazrane,Nazranj,Nazrano,Nazranė,Nazran’,Nazrań,Poselok Nazran',Posëlok Nazran’,najeulan,Назрань,Нана-Наьсаре,나즈란",164131,3.0,43.22597,44.77323,1483.81
Nazyvayevsk,"Nasywajewsk,Nazivaevsk,Nazivajevsk,Nazyvaeusk,Nazyvaevsk,Nazyvaievsk,Nazyvajevsk,Nazyvayevsk,Nazyvayevskaya,Nazyvaïevsk,Nazywajewsk,Novonazyvayevka,Novonazyvayevskoye,na ji wa ye fu si ke,najibayepeuseukeu,nazwayfsk,nazyfayfsk,Називаевск,Називајевск,Называевск,Называеўск,نازوایفسک,نازيفايفسك,納濟瓦耶夫斯克,나지바예프스크,Называевск",12284,6.0,55.56975,71.35294,2095.22
Nebolchi,"Nebalchy,Nebolchi,Nebolci,Neboltschi,Neboltsi,Neboltsji,Neboltši,Nebolçi,Nebolči,Niebolczi,Niebołczi,nbwlchy  rwsyh,nie bo er qi,Небалчы,Неболчи,Неболчі,Նեբոլչի,نبولچی، روسیه,涅博尔奇",2198,3.0,59.12393,33.34537,453.53
Nebug,"Nebug,Nebugskaya,Nebugskiy,Небуг",3698,3.0,44.1717,39.0026,1291.44
Nedvigovka,"Nedvigovka,Nedvigovskiy,Недвиговка",1942,3.0,47.26873,39.3488,950.84
Neftegorsk,"Neftegorsk,Нефтегорск",19542,4.0,52.802,51.166,937.02
"Neftegorsk, Samara Oblast",Нефтегорск,18732,4.0,52.7972914,51.1637392,937.11
Neftekamsk,"Kasevo,Kaseyevo,NEF,Nefcjakamsk,Neftekama,Neftekams'k,Neftekamsk,Neftekamska,Neftekamskas,Nieftiekamsk,Njeftekamsk,Nyeftyekamszk,Něftěkamsk,nebtekamseukeu,nftkamsk,nie fu jie ka mu si ke,nyftykamsk,Ņeftekamska,Нефтекама,Нефтекамск,Нефтекамск балһсн,Нефтекамськ,Нефцякамск,نفتكامسك,نفتکامسک,نیفتیکامسک,涅夫捷卡姆斯克,넵테캄스크,Нефтекамск",126805,5.0,56.092,54.2661,1035.58
Neftekumsk,"Nefcjakumsk,Neftekoemsk,Neftekoumsk,Neftekumsk,Nieftiekumsk,Njeftekumsk,nftkwmsk,nie fu jie ku mu si ke,Нефтекумск,Нефтекумск балһсн,Нефцякумск,نفتكومسك,نفتکومسک,涅夫捷庫姆斯克,Нефтекумск",27716,3.0,44.75583,44.9925,1328.69
Nefteyugansk,"NFG,Neftejugansk,Nefteyugansk,Нефтеюганск,Нефтеюганск",123276,5.0,61.0882676,72.6164079,2094.22
Nekhayevskiy,"Nechaevskaja,Nehayevskaya,Nekhaevs'ka,Nekhaevskaja,Nekhaevski,Nekhaevskij,Nekhajevskaja,Nekhajevskij,Nekhayevskaya,Nekhayevskiy,Nexaevskaya,Niechajewskaja,Nyehajevszkaja,Нехаевская,Нехаевски,Нехаевский,Нехаєвська,Նեխաևսկայա",4714,3.0,50.40841,41.74882,654.93
Neklyudovo,"Nekljudovo,Neklyudovo,Неклюдово",9052,3.0,56.41421,43.97721,401.36
Nekrasovka,"Nekrasovka,Некрасовка",9159,10.0,48.35208,135.23221,6158.15
Nekrasovskaya,"Nekrasovskaja,Nekrasovskaya,Некрасовская",4814,3.0,45.14468,39.74868,1188.99
Nekrasovskiy,"Nekrasovskij,Nekrasovskiy,Некрасовский",11740,3.0,56.08667,37.49753,37.91
Nekrasovskoye,"Bol'shiye Soli,Bol’shiye Soli,Nekrasovskiy,Nekrasovskoe,Nekrasovskoje,Nekrasovskoye,Некрасовское",6353,3.0,57.67958,40.36504,272.13
Nelazskoye,"Nelazskoe,Nelazskoje,Nelazskoye,Нелазское",2101,3.0,59.18919,37.63963,382.18
Nelidovo,"Nelidovo,Nelidowo,Nielidowo,Njalidava,Njelidowo,Poselok Delidovo,Poselok Nelidovo,Posëlok Delidovo,Posëlok Nelidovo,nellidobo,neridovuo,nie li duo wo,nlydwfw,Нелидово,Нелідово,Нялідава,نليدوفو,نلیدوفو,ネリドヴォ,涅利多沃,넬리도보,Нелидово",25349,3.0,56.22761,32.77474,305.62
Nema,"Nema,Нема",3797,3.0,57.50687,50.5011,810.55
Neman,"Byen Neman,Neman,Nemana,Nemanas,Nieman,Niman,Njeman,Ragaine,Ragainė,Ragnit,neman,nie man,nman,Ņemana,Неман,Німан,نمان,ネマン,涅曼,네만,Неман",12507,2.0,55.03111,22.02639,985.69
Nemchinovka,"Nemchinovka,Nemchinovo,Nemtsjinovka,Немчиновка",4938,3.0,55.72288,37.36086,16.27
Nerchinsk,"Nehrchүү,Nerchins'k,Nerchinsk,Nerchynsk,Nercinsk,Nercinskas,Nerczynsk,Nerczyńsk,Nertchinsk,Nertjinsk,Nertschia,Nertschinsk,Nertsinsk,Nertsjinsk,Nertxinsk,Nertšinsk,Nerĉinsk,Nerčinsk,Nerčinskas,Nyercsinszk,neleuchinseukeu,neruchinsuku,ni bu chu,nrchynsk,nrzynsq,nyrtshynsk,Нерчинск,Нерчинськ,Нерчынск,Нэрчүү,נרצינסק,نرچینسک,نيرتشينسك,ネルチンスク,尼布楚,네르친스크,Нерчинск",15360,9.0,51.98333,116.58333,4908.9
Nerchinskiy Zavod,"Nerchinsk,Nerchinsk-zavod,Nerchinskij Zavod,Nerchinskiy Zavod,Nerchinskizavod,Nertsjinskij Zavod,Нерчинский Завод",3012,9.0,51.30829,119.61597,5119.49
Nerekhta,"Nerechta,Nerehta,Nerekhta,Nereĥta,Nieriechta,Njerjechta,Nyerehta,Nérekhta,neleheuta,nerefuta,nie lie he ta,nrkhta,Нерехта,نرختا,ネレフタ,涅列赫塔,네레흐타,Нерехта",25352,3.0,57.45795,40.57169,262.07
Nerl’,"Nerl,Nerl',Nerl’,Нерль",2292,3.0,56.66285,40.38931,199.18
Neryungri,"N'iruungra,Neriungri,Neriungris,Nerjoengri,Nerjungri,Neryugran,Neryungar,Neryungra,Neryungri,Nүөrүҥgүrү,nelyungeuli,Нерюнгри,Ньируунгра,Нүөрүҥгүрү,네륜그리,Нерюнгри",66320,9.0,56.65836,124.72499,5012.33
Nesterov,"Ebenrode,Nescerau,Nesterov,Nesterova,Nesterovas,Nesterow,Nestěrov,Niestierow,Njesterow,Shtallupenen,Shtallupënen,Stallupenen,Stallupoenen,Stalluponen,Stallupönen,Stalupenai,Stalupėnai,neseutelopeu,nesuterofu,nie si jie luo fu,nstrwf,Ņesterova,Нестеров,Несцераў,نستروف,ネステロフ,涅斯捷羅夫,네스테로프,Нестеров",5071,2.0,54.63056,22.57139,961.08
Nesterovskaya,"Nesterovskaja,Nesterovskaya,Nesterowskaja,Нестеровская",19186,3.0,43.23861,45.05028,1489.41
Net’inka,"Net'inka,Netinka,Net’inka,Нетьинка",1673,3.0,53.34778,34.19111,346.7
Nevel,Невель,16324,3.0,56.0201973,29.9239983,480.34
Nevelsk,Невельск,11682,11.0,46.6526899,141.8630725,6627.14
Nevel’,"Nevel,Nevel',Nevel’,Newel,Невель",17832,3.0,56.02,29.92824,480.08
Nevel’sk,"Honto,Khonto,Nevel'sk,Nevelsk,Nevel’sk,Невельск",17000,11.0,46.67902,141.85629,6624.54
Never,"Larinskiy,Never,Невер",2344,9.0,53.97946,124.15777,5169.03
Neverkino,"Neverkino,Неверкино",5105,3.0,52.78541,46.74174,677.5
Nevinnomyssk,"Nevinnomis'k,Nevinnomisk,Nevinnomissk,Nevinnomossk,Nevinnomyskaya,Nevinnomyssk,Nevinnomysskaya,Nevinnomîssk,Nevinnomõssk,Nevinnomıssk,Nevinnonyssk,Nevinomisk,Nevinomysk,Nevinomyskas,Nevinomısk,Newinnomyssaja,Newinnomyssk,Newinnomysskaja,Niewinnomyssk,Njavinnamysk,Njewinnomyssk,Něvinnomyssk,nafynwmysk,nebinomiseukeu,nevuin'nomuisuku,nie wen nuo mei si ke,nwynwmysk,nywynwmysk,Невинномисск,Невинномиськ,Невинномысск,Невинномысск балһсн,Невиномиск,Нявіннамыск,Նեվինոմիսկ,نافينوميسك,نوینومیسک,نیوینومیسک,ネヴィンノムイスク,涅溫諾梅斯克,네비노미스크,Невинномысск",134345,3.0,44.6333,41.9444,1273.56
Nevyansk,Невьянск,25147,5.0,57.49131,60.2183429,1389.56
Nev’yansk,"Nev'jansk,Nev'yansk,Nevjansk,Nev’yansk,Невьянск",25900,5.0,57.4953,60.2112,1389.12
Neya,"Neja,Neya,Нея,Нея",11144,3.0,58.29708,43.86834,472.22
Neyvo-Rudyanka,"Nejvo-Rudjanka,Neyvo-Rudyanka,Нейво-Рудянка",2895,5.0,57.3444,60.1343,1385.08
Neyvo-Shaytanskiy,"Nejvo-Shajtanskij,Nejvo-Sjajtanskij,Neyvo-Shaytanskiy,Нейво-Шайтанский",2602,5.0,57.7286,61.24956,1450.28
Nezhdaninskoe,"Nezhdaninskoe,Нежданинское",5000,10.0,62.50523,139.05104,5228.44
Nezhinka,"Nezhenka,Nezhinka,Nezjinka,Нежинка",5100,5.0,51.7676,55.3694,1244.03
Nezhinskiy,"Nezhinskij,Nezhinskiy,Nezjinskij,Нежинский",3991,3.0,43.92833,42.68556,1363.18
Nezlobnaya,"Nezlobnaja,Nezlobnaya,Незлобная",18412,3.0,44.11806,43.40278,1357.18
Nikel,"Kolosjoki,Kolosjokki,Nikel,Nikel',Nikkeli,Никель",15596,3.0,69.41285,30.22198,1562.76
Nikitinskiy,"Nikitinskij,Nikitinskiy,Никитинский",2419,7.0,54.5845,86.0115,3013.47
Nikola-Lenivets,"Nikola Lenivets,Nikola-Lenivec,Nikola-Lennvets,Nikolo-Lenivec,Никола-Ленивец,Николо-Ленивец",1200,3.0,54.74943,35.60133,169.49
Nikolayevka,"Nikalaeuka,Nikolaevka,Nikolaievka,Nikolajevka,Nikolajewka,Nikolayevka,Nikolaïevka,Nikołajewka,Nyikolajevka,ni gu la ye fu ka_,Николаевка,Нікалаеўка,Ніколаєвка,Նիկոլաևկա,尼古拉耶夫卡_",6419,4.0,53.1257,47.2041,684.63
Nikolayevsk,"Nikolaevs'k,Nikolaevsk,Nikolaevskaya,Nikolaevski,Nikolajevsk,Nikolajevska,Nikolajewskaja,Nikolayevka,Nikolayevsk,Nikolayevskaya,Nikolayevskiy,Николаевск,Ніколаєвськ,Николаевск",16044,3.0,50.02824,45.45953,824.82
Nikolayevsk-on-Amur,Николаевск-на-Амуре,22773,10.0,53.1460657,140.7111367,6026.83
Nikolayevsk-on-Amure,"NLI,Nikolaevsk,Nikolaevsk-na-Amur,Nikolaevsk-na-Amure,Nikolaevsk-on-Amur,Nikolaievsk,Nikolaievsk-sur-l'Amour,Nikolajevsk aan de Amoer,Nikolajevsk na Amuru,Nikolajevsk-na-Amure,Nikolajewsk nad Amurem,Nikolayevsk,Nikolayevsk-on-Amur,Nikolaïevsk-sur-l'Amour,Nikołajewsk nad Amurem,ni gu la ye fu si ke,nikollayebseukeunaamule,Николаевск-на-Амуре,Николајевск на Амуру,ニコラエフスク・ナ・アムーレ,尼古拉耶夫斯克,니콜라옙스크나아무레",27152,10.0,53.14657,140.72287,6027.32
Nikolayevskaya,"Nikolaevskaja,Nikolajevskaja,Nikolayevskaya,Николаевская",3613,3.0,47.61391,41.5023,943.4
Nikolayevskiy,"Nikolaevskij,Nikolajevskij,Nikolayevski Zavod,Nikolayevskiy,Nikolayevskiy Zavod,Николаевский",1500,8.0,51.65526,107.80068,4441.72
Nikolina Gora,"Nikolina Gora,Николина Гора",7046,3.0,55.73433,37.04364,35.85
Nikolo-Berëzovka,"Nikolo-Berezovka,Nikolo-Berezovskoye,Nikolo-Berëzovka,Николо-Березовка",5981,5.0,56.12422,54.15573,1028.46
Nikolo-Pavlovskoye,"Nikola Pazlovsky,Nikolo-Pavlovskoe,Nikolo-Pavlovskoje,Nikolo-Pavlovskoye,Николо-Павловское",4721,5.0,57.78306,60.05778,1379.5
Nikologory,"Nikologory,Никологоры",6244,3.0,56.1413,41.99218,275.87
Nikolsk,Никольск,22471,3.0,53.7137496,46.0799857,588.33
Nikolskoye,Никольское,19345,3.0,59.7043309,30.7874571,597.3
Nikol’sk,"Nikol'sk,Nikol'skaya Pestravka,Nikolsk,Nikol’sk,Nikol’skaya Pestravka,Никольск",24300,3.0,53.71886,46.07118,587.56
Nikol’skoye,"Nikol'skoe,Nikol'skoye,Nikolskiy,Nikol’skoye,Никольское",50000,3.0,55.68333,37.48333,11.28
Nikol’skoye-na-Cheremshane,"Nikol'skoe Na Cheremshane,Nikol'skoe-na-Cheremshane,Nikol'skoye,Nikol'skoye-na-Cheremshane,Nikolskoje Na Tsjeremsjane,Nikol’skoye,Nikol’skoye-na-Cheremshane,Никольское На Черемшане,Никольское-на-Черемшане",1640,4.0,54.05,49.23333,765.52
Nikulino,"Nikulino,Никулино",30000,3.0,55.66943,37.46598,13.14
Niny,"Niny,Нины",4894,3.0,44.48778,43.94889,1330.1
Nizhneangarsk,"Door Angar suurin,Kozlovo,Nijneangarsk,Nischneangarsk,Nizhn'oangars'k,Nizhneangarsk,Nizjneangarsk,Nizneangarsk,Nizneangarskas,Niznieangarsk,Niżnieangarsk,Nižneangarsk,Nižneangarskas,Nižněangarsk,Nyizsnyeangarszk,nijineangarusuku,nyzhnyangarsk,nyzhnynqarzk,xia an jia er si ke,Доор Ангар суурин,Нижнеангарск,Нижньоангарськ,Ніжнеангарск,Նիժնեանգարսկ,نیژنیانگارسک,نیژنینقارزک,ニジネアンガルスク,下安加爾斯克",5493,8.0,55.79326,109.58029,4291.6
Nizhnedevitsk,"Nishnedewizk,Nizhnedevick,Nizhnedevitsic,Nizhnedevitsk,Nizjnedevitsk,Нижнедевицк",6320,3.0,51.54193,38.3657,470.76
Nizhneivkino,"Nijneivkino,Nizhneivkino,Nizhneivkino kp,Nizhneye Ivkino,Nizhnjaiukina,Nizjneivkino,Nizne-Ivkino,Nizneivkino,Niznieiwkino,Niżnieiwkino,Nižneivkino,nyzhnyywkynw,xia yi fu ji nuo,Нижнеивкино,Нижнеивкино кп,Ніжняіўкіна,Түбән Неивкино,Նիժնե-Իվկինո,نیژنئیوکینو,下伊夫基诺",2234,3.0,58.19398,49.52137,769.67
Nizhnekamsk,"Anat Kama,NBC,Nijnekamsk,Nischnekamsk,Nizhn'okams'k,Nizhnekamsk,Nizhnekamskiy,Nizhnjakamsk,Nizjnekamsk,Niznekamsk,Niznekamska,Niznekamskas,Nizniekamsk,Niznjekamsk,Niĵnekamsk,Niżniekamsk,Nižnekamsk,Nižnekamskas,Nižnjekamsk,Nižněkamsk,Tuebaen Kama,Tuebenkama,Tübenkama,Tübän Kama,nijeunekamseukeu,nijinekamusuku,nyjnkamsk,nyzhnkamsk,nyzhnykamsk,xia ka mu si ke,Ņižņekamska,Анат Кама,Нижнекамск,Нижньокамськ,Нижњекамск,Ніжнякамск,Түбән Кама,نيجنكامسك,نیژنکامسک,نیژنیکامسک,ニジネカムスク,下卡姆斯克,니즈네캄스크,Нижнекамск",234297,3.0,55.63657,51.82447,889.01
Nizhnepavlovka,"Nizhne-Pavlovskaya,Nizhnepavlovka,Nizhnjaja Pavlovka,Nizhnyaya Pavlovka,Pavlovskaya,Нижнепавловка,Нижняя Павловка",3691,5.0,51.71324,54.80146,1212.4
Nizhnesortymskiy,"Nizhnesortymskij,Nizhnesortymskiy,Нижнесортымский",15204,5.0,62.43965,71.76029,2057.35
Nizhnetroitskiy,"Nizhne Troitskiy Zavod,Nizhnetroickij,Nizhnetroitskij,Nizhnetroitskiy,Nizjnetroitskij,Нижнетроитский,Нижнетроицкий",3784,5.0,54.33852,53.68329,1033.21
Nizhneudinsk,"Nijneoudinsk,Nijneudinsk,Nischneudinsk,Nizhneudinsk,Nizhneudzinsk,Nizhneúdinsk,Nizjneudinsk,Nizneudinsk,Niznieudinsk,Niĵneudinsk,Niżnieudinsk,Nižneudinsk,Nižněudinsk,Nyizsnyeugyinszk,nijeune-udinseukeu,nyjnywdysk,nyzhnywdynsk,xia wu jin si ke,Нижнеудинск,Ніжнеудзінск,نيجنيوديسك,نیژنئودینسک,下烏金斯克,니즈네우딘스크,Нижнеудинск",38723,8.0,54.9076,99.0276,3756.27
Nizhnevartovsk,"NJC,Nijnevartovsk,Nischnewartowsk,Nizhn'ovartovs'k,Nizhne-Vartovskaya,Nizhne-Vartovskoye,Nizhnevartovsk,Nizhnevartovskiy,Nizhnevártovsk,Nizhnjavartausk,Nizjnevartovsk,Niznevartovsk,Niznevartovska,Niznevartovskas,Nizniewartowsk,Niznjevartovsk,Niĵnevartovsk,Niżniewartowsk,Nižnevartovsk,Nižnevartovskas,Nižnjevartovsk,nijeunebaleutobseukeu,nijinevuarutofusuku,nyjnfartwfsk,nyzhnwartwfsk,nyzhnywartwwsk,xia wa er tuo fu si ke,Ņižņevartovska,Нижневартовск,Нижньовартовськ,Нижњевартовск,Ніжнявартаўск,Түбән Варта,نيجنفارتوفسك,نیژنوارتوفسک,نیژنیوارتووسک,ニジネヴァルトフスク,下瓦爾托夫斯克,니즈네바르톱스크,Нижневартовск",251860,5.0,60.9396698,76.5696184,2307.5
Nizhneye Kazanishche,"Nizhnee Kazanishhe,Nizhneye Kazanishche,Nizhniye Kazanishche,Nizhniye Kazanishchi,Nizjneje-Kazanisjtsje,Нижнее Казанище",11765,3.0,42.76369,47.16027,1598.33
Nizhniy Arkhyz,"Nizhnij Arkhyz,Nizhniy Arkhyz,Nizjnij Arkhyz,Zelenchuk,Нижний Архыз",2000,3.0,43.67817,41.45977,1370.19
Nizhniy Baskunchak,"Nizh.Baskunchak,Nizhni Baskunchak,Nizhnij Baskunchak,Nizhniy Baskunchak,Ниж.Баскунчак,Нижний Баскунчак",3153,4.0,48.21978,46.83105,1046.83
Nizhniy Bestyakh,"Bestyakh,Nizhnij Bestjakh,Nizhniy Bestyakh,Nizjnij Bestjakh,Нижний Бестях",3218,9.0,61.96202,129.91245,4895.74
Nizhniy Cherek,"Nizhnij Cherek,Nizhniy Cherek,Nizjnij Tsjerek,Нижний Черек",3098,3.0,43.51306,43.91389,1433.08
Nizhniy Chir,"Churki,Nishne-Tschirskaja,Nizh.Chir,Nizhne-Chirskaya,Nizhnij Chir,Nizhniy Chir,Ниж.Чир,Нижний Чир",4765,3.0,48.35973,43.0865,902.44
Nizhniy Dzhengutay,"Nizhnij Dzhengutaj,Nizhniy Dzhengutay,Nizjnij Dzjengutaj,Нижний Дженгутай",7450,3.0,42.70008,47.24488,1607.48
Nizhniy Ingash,"Nizh.Ingash,Nizhnij Ingash,Nizhniy Ingash,Ниж.Ингаш,Нижний Ингаш",8458,7.0,56.2003,96.5373,3552.67
Nizhniy Kislyay,"Nizhnij Kisljaj,Nizhniy Kislyay,Nizjnij Kisljaj,Нижний Кисляй",4394,3.0,50.8536,40.1726,570.49
Nizhniy Kuranakh,"Nizhnij Kuranakh,Nizhniy Kuranakh,Nizjnij Kuranakh,Нижний Куранах",6798,9.0,58.8238,125.52278,4906.04
Nizhniy Kurkuzhin,"Kurkuzhin,Nizhnij Kurkuzhin,Nizhniy Kurkuzhin,Nizjnij Kurkuzjin,Нижний Куркужин",3674,3.0,43.74833,43.34972,1395.72
Nizhniy Lomov,"Nizhni Lamov,Nizhnij Lomov,Nizhniy Lomov,Нижний Ломов",23835,3.0,53.53041,43.67663,461.43
Nizhniy Mamon,"Mamonovka,Nizhnij Mamon,Nizhniy Mamon,Nizjnij Mamon,Novoe Mamon,Нижний Мамон",3914,3.0,50.1937,40.5083,647.57
